descricao;endereco;area;quartos;suites;wc;vagas;valor;condominio;lat;lon;weblink
Apartamento amplo com 3 quartos, uma suíte.Andar alto face norte, próximo ao shopping Palladium, shopping Ventura, Supermercado Muffato, colégio Bagozzi, varias outras facilidades para o seu dia a dia;Rua Calixto Razolini;123;3;1;2;1;390000;480;-;-;https://www.vivareal.com.br/imovel/apartamento-3-quartos-portao-bairros-curitiba-com-garagem-77m2-venda-RS390000-id-2585528104/
Vendo Apartamento Garden no Juvevê !- 4 Quartos- 4 Suites- 2 Vaga de Garagem- Lavabo- 5 Banheiro- Sacada com Churrasqueira* Previsão de entrega : Outubro de 2022Contato : Pablo Picasso 41/ 9 9 6 7 8 6 2 4 7PSB IMÓVEIS :;Rua Nicolau Maeder;421;4;4;5;2;3302000;-;-25.413784;-49.258188;https://www.vivareal.com.br/imovel/apartamento-4-quartos-juveve-bairros-curitiba-com-garagem-219m2-venda-RS3302000-id-2570163998/
"Apartamento 2 dormitórios - Portão - Tdimob.com.brApartamento Porteira fechada, fica todo mobiliado e decorado, saem só a adega e objetos pessoais, planta original 3 dormitórios, atualmente transformado em 2, sendo 1 suíte com closet, piso em porcelanato e laminado, sacada com churrasqueira e vista livre. Em excelente localização, pertinho do Shopping Água Verde e IPO.CARACTERÍSTICAS:- 102m² área útil;- 168m² área total;- Sala para dois ambientes;- Cozinha integrada;- 2 dormitórios, sendo 1 suíte com closet;- 1 banheiro social;- Área de serviço;CONDOMÍNIO:- Residencial Évora.- Portaria horário comercial;- Play ground;- Salão de festas com churrasqueira;- Academia;- Gazebo;- 2 vagas coberta.LOCALIZAÇÃO:R: Engenheiro Arthur Bettes Portão- CuritibaCONDIÇÕES:Valor: R$890.000,00*IPTU: R$0? (mensal)*Gostou do apartamento? Entre em contato através do nosso site, telefone ou facebook e agende uma visita !!!-tdimob.com.br // facebook.com/tdithaimobiliaria // instagram.com/tdimobiliaria .(*) Os valores podem ser alterados sem aviso prévio.Marcadores: -";-;144;2;1;3;2;890000;530;-;-;https://www.vivareal.com.br/imovel/apartamento-2-quartos-portao-bairros-curitiba-com-garagem-102m2-venda-RS890000-id-2586108156/
O apartamento no bairro Boqueirão possui 63 metros quadrados privativos, com 2 quartos sendo 1 suíte e 2 banheirosambientes com moveis planejados, forro em gesso em todos o apartamento, salão de festas sacada com churrasqueira para você aproveitar nos momentos de descontração.Está em um condomínio seguro e bem localizado, com toda a comodidade que o bairro oferece....agende sua visita e surpreenda-se.Valor sujeito a alteração sem aviso prévio.;Rua Paulo Setúbal;86;2;1;2;1;270000;350;-25.504313;-49.249814;https://www.vivareal.com.br/imovel/apartamento-2-quartos-boqueirao-bairros-curitiba-com-garagem-63m2-venda-RS270000-id-2576527077/
GRANDE CURITIBA IMÓVEIS OFERECE ESTE APARTAMENTO NO RESIDENCIAL TINGUI III NO BAIRRO TINGUI PROXIMO PARQUE BACACAHERI.COM UMA MODERNA E PLANEJADA COZINHA, 3 QUARTOS, SALA PARA DOIS AMBIENTES, COZINHA SEPARADA DA LAVANDERIA E UM BANHEIRO TENDO COMO DIFERENCIAL A PLANTA AMPLA E VENTILADA, ESTE IMÓVEL ALEM DA PRIVACIDADE PEGA SOL DE TODOS OS LADOS.NO QUARTO ANDAR.EXELENTE PARA INVESTIDORES TRABALHAREM COM LOCAÇÃO.CARACTERÍSTICAS- 70,81 MTS TOTAL - 1 VAGA DE GARAGEM - CONDOMÍNIO ACESSÍVEL 280,00- LOCALIZAÇÃO PRIVILEGIADA COMÉRCIO.- BICICLETÁRIO- QUADRA POLIESPORTIVA - PARQUE INFANTIL - JARDINS - CONDOMÍNIO BEM CUIDADO - SEGURO PRÓXIMO A PANIFICADORAS, SUPERMERCADOS, FARMÁCIAS ESTAÇÃO TUBO SANTA CÂNDIDA CAPÃO RASO TUDO A UM RAIO DE MAXIMO 10 MINUTOS A PÉ.*VALORES SUJEITOS A ALTERAÇÃO SEM AVISO PRÉVIO*CONSULTE DISPONIBILIDADE AGENDE UMA VISITA COM UM CONSULTOR.www.grandecuritibaimoveis.com.brInstagram @grandecuritibaimoveisFacebook Grande Curitiba Imoveis Watts ;Rua Nicolau Salomão;70;3;-;1;1;199990;270;-;-;https://www.vivareal.com.br/imovel/apartamento-3-quartos-tingui-bairros-curitiba-com-garagem-66m2-venda-RS199990-id-2530718092/
Apartamento em localização central, ensolarado e andar altovocê que procura a metragem de um apartamento antigo com as soluções e modernidades do novo, esse é o ideal!Pronto para morar, com projeto arquitetônico.Suíte master com closet, banheiro com piso aquecido e dois chuveiros2 quartos com janelas grandesbanheiro social com box e piso aquecidosala ampla integrada com cozinha, hidráulica restauradaÁrea de serviço individual1 vaga de garagem rotativaLocalização privilegiada próximo do pestana e outros comércios de qualidade. -;Rua Brigadeiro Franco;155;3;1;3;1;730000;0;-25.436584;-49.280107;https://www.vivareal.com.br/imovel/apartamento-3-quartos-centro-bairros-curitiba-com-garagem-115m2-venda-RS730000-id-2571836239/
APARTAMENTO RECÉM CONSTRUIDO NO RESIDENCIAL IBIZA - BOQUEIRÃO - PRÓXIMO CONDOR SUPERMERCADOSAPARTAMENTO COMPOSTO POR:2 QUARTOS COM SUÍTESALACOZINHASACADA COM CHURRASQUEIRAVAGA DE GARAGEMPORTÃO ELETRÔNICOELEVADORCONDOMÍNIO VALOR FIXO R$170,00;Rua Tenente Tito Teixeira de Castro;-;2;1;2;1;295000;170;-25.493231;-49.244889;https://www.vivareal.com.br/imovel/apartamento-2-quartos-boqueirao-bairros-curitiba-com-garagem-55m2-venda-RS295000-id-2584472569/
"Condomínio Residencial Flex AccantoApartamento face Oeste em condomínio clube, o que proporciona qualidade de vida, socialização e segurança para sua família, localizado na rápida do Boa Vista (sentido bairro/centro), estando uma quadra do Supermercados BIG do Boa Vista, da Avenida Paraná, 650m do Terminal de Ônibus do Boa Vista e a 800m do Parque Bacacheri, próximo também dos comércios, colégios, postos de combustível, farmácias, etc; contendo:- 2 quartos com piso laminado de madeira, sendo 1 suíte e o quarto de solteiro com armários planejados, nichos e bancada de estudos;- Sala para 2 ambientes com piso laminado em madeira, sendo a de estar com painel de TV com rack e a de jantar com cristaleira;- Sacada com churrasqueira a carvão;- Cozinha com armários planejados com tampo em granito e bancada;- Área de serviço com armários planejados;- Banheiro social e da suíte com gabinete com tampo em granito;- 1 vaga de garagem coberta e exclusiva (119);O condomínio oferece:- Brinquedoteca;- Salão de festas infantil;- Salão de festas adulto;- Espaço gourmet;- Academia;- SPA;- Playground;- Piscinas;- Quadra poliesportiva;- Mini Market 4U;- Máquina de água filtrada;O preço e as condições de pagamento, neste momento, são apenas orientativos, pois poderão sofrer alterações, como também esta unidade poderá não estar mais disponível. Consulte o corretor para obter informações atualizadas sobre este imóvel.";Rua Jovino do Rosário;109;2;1;2;1;440000;477;-25.389132;-49.237578;https://www.vivareal.com.br/imovel/apartamento-2-quartos-boa-vista-bairros-curitiba-com-garagem-64m2-venda-RS440000-id-2582143157/
Apartamento ensolarado, com uma excelente localização, próximo ao Shopping Ventura e outros comércios locais com uma linda vista livre. Vaga livre! 2 dormitórios , 1 sala, 1 banheiro, cozinha , área de serviço. Acesso via tag ao prédio, possui elevador, 4ª andar, Possui salão de festas, condomínio com excelente valor. - Ref.: REO712197;-;46;2;1;1;1;250000;246;-;-;https://www.vivareal.com.br/imovel/apartamento-2-quartos-novo-mundo-bairros-curitiba-com-garagem-46m2-venda-RS250000-id-2585661660/
Charme, conforto e tranquilidade no pitoresco bairro da Vila Izabel. Este apartamento está atualmentete com 2 suítes e de fácil reversão para 3. Destaque para o espaçoso e ventilado closet na suíte master, banheiro social, cozinha completa com execelente acabamento, ampla sacada com churrasqueira e 2 vagas de garagem. Perfeito para você! Ligue e agende a sua visita.;Rua Professor Dario Veloso;213;2;2;3;2;1390000;512;-25.45916;-49.294006;https://www.vivareal.com.br/imovel/apartamento-2-quartos-vila-izabel-bairros-curitiba-com-garagem-128m2-venda-RS1390000-id-2558281567/
O apartamento no bairro Campo Comprido com 108 metros quadrados com 3 quartos sendo 1 suite e 2 banheirosPossui academia, espaço gourmet, jardim, área de recreação infantil, salão para festas e eventos.Vai lhe possibilitar curtir os dias mais quentes na piscina, praticar diversos esportes na quadra poliesportiva.Churrasqueira para você aproveitar nos momentos de descontração.Elevador para mais praticidade no dia-a-dia.Encontra-se na privacidade de um condomínio fechado.;Rua José Izidoro Biazetto;183;3;1;2;2;921684;0;-25.443073;-49.342841;https://www.vivareal.com.br/imovel/apartamento-3-quartos-ecoville-bairros-curitiba-com-garagem-108m2-venda-RS921684-id-2558561780/
APARTAMENTO NO BATEL!!!Excelente oportunidade no Edifício Pine Towers. Localizado em nobre região de Curitiba, possui 4 suítes muito bem distribuídas em seus 333 metros de área privativa. Possui dala de estar com 3 ambientes e lareira, sala de TV e sala de jantar. Cozinha ampla, lavanderia ventilada e dependência de empregada completa. Conta com 03 vagas de garagem.Excelente apartamento no bairro Cabral, 03 quartos com armários sendo 1 suíte com closet com moveis planejados e hidromassagem, sala ampla para 2 ambientes com sacada, cozinha com armários planejados, 3 banheiros sendo um lavabo, varanda com churrasqueira. Possui 2 vagas de garagens. Condomínio oferece: playground, salão de festa, sala de jogos, quadra poliesportiva, sala fitness, espaço gourmet, churrasqueira coletiva. Entre em contato e agende uma visita, venha conhecer seu futuro imóvel. Atendimento facilitando via whatsapp.;Rua Pasteur;500;4;4;6;3;2599000;1800;-25.440294;-49.280725;https://www.vivareal.com.br/imovel/apartamento-4-quartos-batel-bairros-curitiba-com-garagem-333m2-venda-RS2599000-id-2567673700/
EXCELENTE APARTAMENTO NO CABRAL! CONDOMÍNIO EDIFÍCIO RIO OTAWA * SALA DE ESTAR, LAVABO , LAREIRA.* SALA DE TV/ SALA DE JANTAR , PISO LAMINADO.* COPA INTEGRADA A SACADA COM CHURRASQUEIRA A GÁS.* COZINHA ESPAÇOSA COM MÓVEIS PLANEJADOS, * ENTRADAS DE SERVIÇO E SOCIAL , DEPENDÊNCIA COM ARMÁRIOS, BANHEIRO, LAVANDERIA.* SENDO 3 SUÍTES, PODENDO OPTAR PARA O 4° DORMITÓRIO.* APARTAMENTO COM AMBIENTES INTEGRADOS, FACE NORTE/OESTE, 8°ANDAR.* COM 3 VAGAS DE GARAGEM, SENDO DUAS NO SUBSOLO. * TAXA DE CONDOMÍNIO R$ 1.070! * 24 ANDARES, DOIS APARTAMENTOS POR ANDAR, TRAZENDO MAIS PRIVACIDADE E CONFORTO. * ÁREA ÚTIL DE 183,73M2. * VOCÊ E SUA FAMÍLIA TAMBÉM CONTAM COM UM CONDOMÍNIO SEGURO E ACONCHEGANTE!;Rua Chichorro Júnior;209;3;3;5;3;1290000;1460;-25.406183;-49.254376;https://www.vivareal.com.br/imovel/apartamento-3-quartos-cabral-bairros-curitiba-com-garagem-183m2-venda-RS1290000-id-2583548106/
Lindo apartamento todo com móveis planejados, andar alto, vista linda, com 3 quartos, reformado e decorado com muito bom gosto!Este apartamento pode ser seu!Quer conhecer, é só agendar sua visita, tenho certeza que vai querer morar aqui!DADOS DO IMÓVEL:Face de Sol: OestePosição: FrenteNúmero de quartos: 03Banheiros: 02Garagem: 01 vaga descoberta exclusiva e demarcadaO que ficam no imóvel:COZINHA: Armários embutidosLAVANDERIA: tanque SALA: Painel da salaQUARTO SOLTEIRO: Móveis sob medidaQUARTO CASAL: Guarda roupa planejadosBANHEIROS: Chuveiro, box blindex, armário embutidos.O CONDOMÍNIOIdade do Imóvel: 13 anosNúmero de andares: 04Número de blocos: 06Quantidade de apartamentos por andar: 4Portaria 24h, 02 Salões de festas com churrasqueira, Academia, 01 Quadra Poliesportiva,01 Playground, 01 bicicletários.A REGIÃOO Fazendinha está situado na região sudoeste da cidade e faz divisão com os bairros Cidade Industrial, Campo Comprido, Santa Quitéria, Portão e Novo Mundo.- FACULDADE: Faculda Fael, UniOpet- LAZER: Bosque FazendinhaSOBRE A NEGOCIAÇÃOÀ vista | Financiamento | Carta contemplada de consórcio.Gostou deste imóvel? Faça sua proposta e agende uma visita !Agende já com a Arboredo Imóveis.;-;91;3;1;2;1;285000;360;-;-;https://www.vivareal.com.br/imovel/apartamento-3-quartos-fazendinha-bairros-curitiba-com-garagem-63m2-venda-RS285000-id-2575720702/
"Residencial Floresta Negra IIApartamento térreo, em nível acima do terreno. Esse imóvel dispõe de: - Sala para 2 ambientes com painel para TV; - Cozinha com armários, coocktop, forno e depurador; - Mesa em granito; - Lavanderia com aquecedor de passagem; - Sacada com churrasqueira; - Banheiro social com box e pia em granito; - 3 quartos, sendo 1 com painel e cabeceira.";Rua David Tows;71;3;-;1;1;270000;415;-25.522978;-49.260819;https://www.vivareal.com.br/imovel/apartamento-3-quartos-xaxim-bairros-curitiba-com-garagem-64m2-venda-RS270000-id-2583220407/
Apartamento 4 quartos (suíte), banheiro social, sala com lavabo, cozinha com copa, lavanderia e despensa com banheiro de serviço. Duas vagas de garagem. Condomínio com portaria 24hrs, salão de festas e espaço churrasqueira. Edifício Gemini, vista sobre a Praça Osório e Praça Rui Barbosa, prédio de esquina, no Centro de Curitiba. Obs.: valor do condomínio informado inclui água.*Estuda permuta por apartamento até R$ 300.000,00.*;Rua Comendador Araújo;230;4;1;4;2;660000;1500;-25.434081;-49.277218;https://www.vivareal.com.br/imovel/apartamento-4-quartos-centro-bairros-curitiba-com-garagem-159m2-venda-RS660000-id-2583466411/
Apartamento Garden com 02 quartos sendo 01 suíte e 01 vaga de garagem. Com 52,57m² de área privativa coberta e 9,31m² de área privativa descoberta.  Itens do apartamento:Fechadura com senha na porta de entradaVaranda Gourmet com churrasqueiraSacadaPiso porcelanato em porcelanato na cozinha, área de serviço, banheiros, sacadas e garden.Banheiro SocialEspera para splitGás IndividualHidrômetro IndividualInfraestrutura para água quente. Previsão de entrega: Fevereiro 2025Valor e disponibilidade sujeitos à alteração.;Rua Almirante Tamandaré;62;2;1;2;1;595900;0;-25.417701;-49.253842;https://www.vivareal.com.br/imovel/apartamento-2-quartos-juveve-bairros-curitiba-com-garagem-62m2-venda-RS595900-id-2575201539/
Apartamento a venda no bairro Portão.Apartamento a venda com excelente localização no bairro Portão, próximo ao Shopping Paladium, terminal do Portão, Ventura shopping, faculdades, colégios, Hospital, e toda a variedades de comércios. Imóvel de um dormitório, sala, cozinha com lavanderia integrada, banheiro e uma vaga de garagem. Fica em andar alto com vista privilegiada.Agende já sua visita e tire suas dúvidas com um de nossos corretores.Valores podem sofrer alterações sem aviso prévio. -;Rua Eduardo Carlos Pereira;47;1;0;1;1;210000;349;-25.474736;-49.290013;https://www.vivareal.com.br/imovel/apartamento-1-quartos-portao-bairros-curitiba-com-garagem-36m2-venda-RS210000-id-2567958606/
"Excelente Apartamento em Condomínio Clube no bairro Santo Inácio*Sala para dois ambientes.*Cozinha com armários embutidos e área de serviço integrada.*Churrasqueira na área da cozinha.*02 dormitórios sendo 01 suítes e um transformado em closet;*Banheiro da suíte com armário, box de vidro e sistema à gás;*Banheiro social com armário, box de vidro e sistema elétrico;*01 vagas de garagem coberta, numerada, individual e livre;*Condomínio oferece portaria 24h;*Salão de festas, espaço gourmet, espaço Kids, play ground, salão de jogos, sala fitness, solarium, piscina aquecida, Bicicletário com mais de 170 vagas, tomadas de energia para carros e bicicletas elétricas. Praça de Convivência. Bosque nativo com córrego, preservação ambienta.";Rua Tobias de Macedo Júnior;71;2;1;2;1;440000;440000;-25.426579;-49.330462;https://www.vivareal.com.br/imovel/apartamento-2-quartos-santa-felicidade-bairros-curitiba-com-garagem-71m2-venda-RS440000-id-2550644473/
Apartamento Portão de 1 dormitório, condomínio baixo !!!Edifício bem localizado no Portão 2 quadras do BIG Potão, Cartório do Portão, Nissei 3 quadras do Colégio Bagozzi, Mc Donald's, Banco do Brasil Apartamento no 2º andar 1 dormitório , Banheiro social, Cozinha e área de serviço, Aquecimento à gás Sala de estar e jantar com sacadaTodo com piso laminadoTeto rebaixado em gesso Imóvel sem vaga de garagem e com inquilino - agendar com antecedênciaPrédio com 11 andares Guarita de segurança Salão de festas com churrasqueira Elevador *Valores sujeitos à alteração sem aviso prévio, consulte a disponibilidade e tabela atualizada com o corretor responsável.;Rua Arion Niepce da Silva;47;1;0;1;0;230000;214;-25.470029;-49.29121;https://www.vivareal.com.br/imovel/apartamento-1-quartos-portao-bairros-curitiba-34m2-venda-RS230000-id-2570941239/
APARTAMENTO NO CABRAL! BELÍSSIMA oportunidade de apartamento muito bem localizado na região do Cabral sendo 3 suítes com closet e armários embutidos, 1 escritorio, 2 salas com teto rebaixado de gesso, sacada com churrasqueira fechada com vidro, anti sala com lareira, cozinha com armários embutidos, dependência de empregada com banheiro. Cômodos com ar condicionado.2 vagas de garagem Condomínio com espaço gourmet, brinquedoteca, 2 elevadores, interfone, portão eletrônico, ronda de vigilantes e sistema de alarme.;Rua João Américo de Oliveira;223;3;3;5;2;1490000;1850;-25.408391;-49.249381;https://www.vivareal.com.br/imovel/apartamento-3-quartos-cabral-bairros-curitiba-com-garagem-183m2-venda-RS1490000-id-2583401189/
Prezado (a) Senhor (a). Muito obrigado por entrar em contato para conhecer o seu futuro imóvel.Visitas somente com horário marcado e com a presença do consultor imobiliário.Imóvel:Apartamento com 03 quartos sendo 01 suíte armários sala para 02 ambientes com sofá, com sacada para frente do prédio, cozinha ampla com tampo de granito , fogão, e armários conjugada com a área de serviço , banheiros social com Box de vidro, 01 vaga compartilhada.Face Leste e OestePiso laminado e porcelanatoPrédio: 4 andares, 2 por andar, sem elevador, aquecimento elétrico, não tem portaria.Condomínio aproximadamente R$ 400,00Imóvel ensolarado, face Leste e Oeste (bate sol o dia todo)Os valores podem ser alterados sem aviso prévioVale a pena conhecer o imóvel. -;Rua Cândido Xavier;140;3;1;2;1;450000;400;-25.452001;-49.291226;https://www.vivareal.com.br/imovel/apartamento-3-quartos-agua-verde-bairros-curitiba-com-garagem-140m2-venda-RS450000-id-2570201839/
APARTAMENTO 3 QUARTOS NO CENTRO DE CURITIBA TOTALMENTE REFORMADO - NOVO - LINDO EDIFÍCIO WALDEMAR DE ABREU RUA VOLUNTÁRIOS DA PÁTRIA, 41 - Apto 501 - 5º ANDAR 119m² DE ÁREA UTIL O APARTAMENTO: Fica entre a Praça Rui Barbosa e a rua Emiliano Perneta, bem no Centro de Curitiba 3 Quartos, amplos, com armários embutidos 1 Banheiro reformado, com armários, espelho, metais e box Sala ampla para 2 ambientes Lavabo reformado e decorado Cozinha com armários, cooktop e exaustor Extensão da cozinha com aparador Área de serviço com tanque, aquecedor a gás, espaço para máquina de lavar e espaço para dispensa Totalmente reformado Piso laminado Condomínio acessível, em março foi de R$ 335,68 IPTU em 2022 --> 692,70 (69,27 por mês) VALOR PARA VENDA: R$ 399 mil reais Entre em contato, agende uma visita, faça sua proposta!!!AGENDE SUA VISITA COM O CORRETOR;Rua Voluntários da Pátria;119;3;0;2;0;399000;335;-25.434408;-49.273059;https://www.vivareal.com.br/imovel/apartamento-3-quartos-centro-bairros-curitiba-119m2-venda-RS399000-id-2575535348/
Excelente apartamento, localizado na parte nobre do bairro Alto da Gloria/Juvevê.Área tota 181,00m² Área útil,105,00m² Ed. BLUMEN HORNIG, ensolarado, arejado, vista panorâmica, próximo à escolas, mercados, feiras livres, farmácias etc. COMPOSTO DE: 03 quartos amplos, sendo uma suíte com armários, sala para 02 ambientes, com sacada e churrasqueira individual, sacada, lavabo, cozinha planejada com tampos em granito e armários, Bwcs social e íntimo, com tampos em granito ,armários e box blindex, área de serviço e garagem individual e demarcada para 02 carros e deposito exclusivo. Prédio oferece: Salão de festas com churrasqueira coletiva, salão de jogos, academia, solarium, play grond, interfone, portão eletrônico. Vale a pena conhecer!! Valor R$ 870.000,00 Quitado Maiores informações !! Fale com nossos corretores! Hoffmann Imobiliária!! 41. 3078.6095 / 3016.9151 Wats 41 99243.6090 / 99991.2417;Rua Alberto Bolliger;181;3;1;3;2;870000;750;-25.419016;-49.257558;https://www.vivareal.com.br/imovel/apartamento-3-quartos-alto-da-gloria-bairros-curitiba-com-garagem-105m2-venda-RS870000-id-2569225896/
"Apartamento Studio no condomínino Life Space Curitiba.O apartamento será vendido 100% mobiliado, conforme as fotos ( Sofá cama, cama queen, smart tv 43"", cooktop de indução 4 bocas Tramontina, depurador, microondas, geladeira, 4 banquetas, cadeira de escritório, ar condicionado quente e frio, ármarios sob medida em todo o apartamento da marca Finger).O condomínio é um dos mais requisitados de Curitiba devido sua excelente localização e infraestrutura oferecida.Para os papais e mamães que deixarão seus filhos na cidade para estudar é a melhor opção, pois a região é segura com um shopping em frente ao condomínio que trás todo o conforto necessário para seus filhos não passarem apuros. Além de fácil acesso a maioria das faculdades e cursos preparatórios para o vestibularPara os investidores o condomínio permite a locação atráves do aplicativo Airbnb e a rentabilidade é excelente.O condomínio-Portaria 24 horas com recepcionista-Port couchere para embarque e desembarque-Piscina coberta e aquecida-Lavanderia coletiva-Sauna-Academia-11 espaços para festas-Sala de jogos-Brinquedoteca-Lanchonete/Restaurante dentro do condomínio- Wi-fi em todo o condomínioAgende uma visita agora mesmo!* Valores, informações e disponibilidade estarão sujeitos a alteração sem aviso prévio";Avenida Visconde de Guarapuava;30;1;-;1;-;395000;380;-25.439798;-49.277925;https://www.vivareal.com.br/imovel/apartamento-1-quartos-centro-bairros-curitiba-30m2-venda-RS395000-id-2576048177/
"O lançamento mais aguardado no famoso bairro Cabral.Plantas projetadas para o seu conforto e o da sua família.Planta de 135 metros privativos, distribuídos em 3 quartos sendo 1 suíte.Finais 1 e 4: 135m2 privativos, 2 vagas, 3 quartos (1 suíte)DIFERENCIAIS DO APARTAMENTO» Infraestrutura para instalação de ar-condicionado split (varanda técnica);» Porcelanato acetinado 90x90cm (sala/Varanda/cozinha/área serviço/lavabo);» Apartamento com 100% de cobertura WIFI;» Portas em PU branco, com rodapé de 15cm;» Esquadrias com tratamento termoacústico;» Esquadria de piso ao teto com folhas de grande dimensão (Sala);» Varanda com sistema de guarda corpo panorâmico/infinito homologado;» Tubulação e guia para interligação de som ambiente na varanda e sala;» Infraestrutura para instalação de coifa;» Tomadas USB nas suítes e sala;» Piso vinílico na circulação e suítes;» Persianas integradas e motorizadas ;» Infraestrutura para toalheiro elétrico e desembaçador de espelhos(exceto lavabo e BWC de serviço);» Piso aquecido nos BWCs (exceto lavabo e BWC de serviço);» Nichos esculpidos em quartzo no box dos BWCs;» Bancada em quartzo cinza marmorizado no lavabo;»Metais monocomando nos BWCs menos lavabo.DIFERENCIAIS DO EMPREENDIMENTO» Hall Social para dois apartamentos;» Acesso predial com câmeras de segurança;» Infraestrutura para Wifi no térreo;» Espaço para delivery;» Plaenge Parking Design (Piso epóxi na garagem e projeto personalizado de sinalização);» Depósito privativo nas garagens (opcional);» Infraestrutura para abastecimento de veículos elétricos nas garagens (1 ponto por apartamento);» Piscina coberta e aquecida (painéis fotovoltaicos para geração de energia a partir de luz solar);» Esquadrias de alumínio com pintura eletrostática cinza e tratamento acústico;» Reaproveitamento de água da chuva para uso nas áreas comuns;» Bicicletário.Fale conosco: -";Avenida Paraná;135;3;1;3;2;1333000;-;-25.405534;-49.251259;https://www.vivareal.com.br/imovel/apartamento-3-quartos-cabral-bairros-curitiba-com-garagem-135m2-venda-RS1333000-id-2566104175/
Charmoso, com uma vista maravilhosa e com uma localização excelente. Tudo que você deseja. Para tomar seu café-da-manhã com o sol nascendo na Serra do Mar.CARACTERÍSTICAS- 87,29 m2 de área privativa- 130,67 m2 de área total- 3 quartos, sendo 1 suíte- Sala para dois ambientes- Armários planejados na cozinha, sala, quartos e banheiros- Piso laminado e porcelanato- 1 vaga livre e cobertaCONDOMÍNIO- Portaria 24h- Quadra poliesportiva- Brinquedoteca- Salão de festas- Playground- Piscina- Churrasqueira- Salão de jogos- Bicicletário- AcademiaQual é o imóvel dos seus sonhos? Dream Hunters vai achá-lo para você.;Avenida Nossa Senhora da Luz;131;3;1;3;1;549000;517;-25.405831;-49.244456;https://www.vivareal.com.br/imovel/apartamento-3-quartos-bacacheri-bairros-curitiba-com-garagem-87m2-venda-RS549000-id-2574363292/
Apartamento Garden com 236 m² em construção, entrega em Novembro de 2022 com 3 quartos, uma suíte, duas demi-suíte, cozinha integrada com a sala e ampla área externa. Prédio com coworking no térreo e salão de festas no último andar. Prédio em rua sem saída do Cabral, sem trânsito, muita tranquilidade ao lado do Campus da Federal. 2 vagas de garagem, 101 metros quadrados privativos e 236 metros quadrados de área total. Infra estrutura para ar condicionado. Maiores informações com Ryad, .;Rua Professor Arthur Loyola;236;3;1;3;2;1080000;0;-25.410667;-49.250151;https://www.vivareal.com.br/imovel/apartamento-3-quartos-juveve-bairros-curitiba-com-garagem-101m2-venda-RS1080000-id-2558788563/
Baixou de preço, de R$ 235.000,00 por R$ 229.000,00,Apartamento com 3 quartos (1 suíte), no bairro CIC divisa com o Capão Raso, ao lado (muro) da Gráfica Positivo, na Rua Senador Accioly Filho.APARTAMENTO:Contém 3 quartos (sendo 1 com suíte), cozinha e área de serviço,Sala para 2 ambientes,1 vaga de garagem fixa, livre e coberta,DETALHES:Apartamento fica no andar Térreo, de lateral,Face Oeste, sol da tarde,Sem mobília,Piso cerâmico em todo apartamento,Sacada com churrasqueira a carvão, fechada com vidros,Gás encanado na cozinha e energia elétrica para o chuveiro.PRÉDIO:Residencial Villa Lobos,Rua Senador Accioly Filho, 585, Curitiba, PR,Ao lado da Gráfica Positivo (Posigraf),Condomínio com portaria 24 horas,2 salões de festas com churrasqueira,Quadra de futebol de areia,Playground,Poço artesiano,Ano de construção: 1998.Taxa de condomínio julho/2022 = R$ 400,00 (já incluso água),IPTU 2022 = R$ /mês,Ref.: AP0421-CT -;Rua Senador Accioly Filho;72;3;1;2;1;229000;400;-25.497809;-49.313249;https://www.vivareal.com.br/imovel/apartamento-3-quartos-cidade-industrial-bairros-curitiba-com-garagem-67m2-venda-RS229000-id-2570269594/
Condomínio Luiz França, será entregue em 07/2022 e oferece apartamentos tipo, e apartamentos Garden. Os apartamentos são de 2 quartos, um banheiro, com ou sem vaga de garagem. Condomínio fica próximo a UFPR, Jardim Botânico, Shopping Jardim das Américas e um vasto comércio, escolas, posto de saúde e tudo que você precisa para o seu bem estar.  Gostou  Estamos a sua disposição para mostrarmos mais deste empreendimento.    - Características: Portão Eletrônico,   - Cômodos: Área de Serviço, Cozinha,   - Proximidades: Bares e Restaurantes, Escola, Farmácia, Shopping Center, Supermercado,   Valores sujeitos a alteração sem prévio aviso.;Rua Luiz França;46;2;0;1;1;214000;200;-25.443942;-49.22692;https://www.vivareal.com.br/imovel/apartamento-2-quartos-cajuru-bairros-curitiba-com-garagem-34m2-venda-RS214000-id-2569071576/
"Cabral HillsSituado na rua Canadá entre os bairros Cabral e Boa vista, está localizado próximo ao supermercado Big do Cabral e ao Parque Bacacheri.trata-se de um apartamento estilo cobertura e face norte á venda! Possui 217 m² privativos, ampla sala 3 ambientes com piso vinílico, móveis sob medida e ar-condicionado instalados, lavabo, espaçosa sacada gourmet coberta com sistema de fechamento reiki e vista panorâmica.Duas cozinhas planejadas sendo uma em conceito aberto com a sala e outra independente com acesso a sacada, área de serviço com armários embutidos, sacada descoberta com churrasqueira e adega.3 suítes com armários embutidos, ar-condicionado e vista livre em todos os ambientes, suíte máster com closet e hidromassagem; 6 vagas cobertas.Condomínio com ótimo padrão construtivo, fachada moderna e pista de desaceleração. Áreas de lazer equipadas e muito bem decoradas, possui amplo salão de festas, sala de jogos, brinquedoteca, academia, quadra poliesportiva, playground , piscina coberta, portaria e vigilância 24 hs.Agende sua visita!";Rua Canadá;320;3;3;4;6;3262000;1300;-25.398106;-49.243778;https://www.vivareal.com.br/imovel/apartamento-3-quartos-cabral-bairros-curitiba-com-garagem-217m2-venda-RS3262000-id-2584789523/
